Date,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of countries,Daily_Growth_Rate,New_Cases_Pct,New_Cases_7MA,New_Deaths_7MA,New_Cases_14MA
2020-07-12,12914636,568993,7041174,5304469,192668,3954,111463,4.41,54.52,8.08,187,1.5144512232698526,1.49,208541.2857142857,4977.571428571428,199815.0
2020-07-13,13107415,572808,7181139,5353468,192779,3815,139965,4.37,54.79,7.98,187,1.4927172550585288,1.47,212175.0,4980.142857142857,202258.35714285713
2020-07-14,13328867,578468,7322897,5427502,221452,5660,141758,4.34,54.94,7.9,187,1.6895169642526797,1.66,213690.42857142858,4916.285714285715,205655.07142857142
2020-07-15,13559984,583961,7482320,5493703,231122,5493,159423,4.31,55.18,7.8,187,1.7339583326924979,1.7,216450.42857142858,4941.142857142857,206614.57142857142
2020-07-16,13812525,589760,7634241,5588524,252544,5799,151921,4.27,55.27,7.73,187,1.8623989526831197,1.83,219924.2857142857,4989.857142857143,209817.35714285713
2020-07-17,14054563,596503,7793760,5664300,242038,6743,159519,4.24,55.45,7.65,187,1.7523081406187524,1.72,221275.85714285713,5194.428571428572,212570.42857142858
2020-07-18,14292198,602130,7944550,5745518,237635,5627,150790,4.21,55.59,7.58,187,1.6908031932405088,1.66,224319.7142857143,5298.714285714285,215718.14285714287
2020-07-19,14506845,606159,8032235,5868451,214647,4029,87685,4.18,55.37,7.55,187,1.5018473715519454,1.48,227459.57142857142,5309.428571428572,218000.42857142858
2020-07-20,14713623,610319,8190777,5912527,206778,4160,158542,4.15,55.67,7.45,187,1.425382293668953,1.41,229459.42857142858,5358.714285714285,220817.2142857143
2020-07-21,14947078,616557,8364986,5965535,233565,6238,174209,4.12,55.96,7.37,187,1.5866588399063852,1.56,231189.85714285713,5441.285714285715,222440.14285714287
2020-07-22,15227725,623540,8541255,6062930,280647,6983,176269,4.09,56.09,7.3,187,1.8776044388073787,1.84,238264.85714285713,5654.142857142857,227357.64285714287
2020-07-23,15510481,633506,8710969,6166006,282756,9966,169714,4.08,56.16,7.27,187,1.856849923412729,1.82,242580.85714285713,6249.428571428572,231252.57142857142
2020-07-24,15791645,639650,8939705,6212290,281164,6144,228736,4.05,56.61,7.16,187,1.8127355302520964,1.78,248170.2857142857,6163.857142857143,234723.07142857142
2020-07-25,16047190,644517,9158743,6243930,255545,4867,219038,4.02,57.07,7.04,187,1.618229133190363,1.59,250728.85714285713,6055.285714285715,237524.2857142857
2020-07-26,16251796,648621,9293464,6309711,204606,4104,134721,3.99,57.18,6.98,187,1.2750269673382109,1.26,249294.42857142858,6066.0,238377.0
2020-07-27,16480485,654036,9468087,6358362,228693,5415,174623,3.97,57.45,6.91,187,1.4071613992693521,1.39,252425.14285714287,6245.285714285715,240942.2857142857
